,Column1,lexeme,syriac,glosses,etymologies,root,words,category,kaylo,origin_lang,origin_lang_word
1542,27183,"{'id': 29991, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29991.json'}",ܒܪ ܐܕܪܐ,{'English': ['assessors']},{'Greek': ['πάρεδρος']},,"[{'id': 56365, 'uri': 'https://sedra.bethmardutho.org/api/word/56365.json'}]",noun,,Greek,πάρεδρος
1543,5671,"{'id': 6758, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/6758.json'}",ܒܪܒܪܝܐ,"{'Arabic': ['بربري'], 'French': ['barbare'], 'English': ['barbarian', 'foreigner', 'barbarian', 'uncouth.']}",{'Greek': ['βάρβαρος']},,"[{'id': 3332, 'uri': 'https://sedra.bethmardutho.org/api/word/3332.json'}, {'id': 3334, 'uri': 'https://sedra.bethmardutho.org/api/word/3334.json'}, {'id': 3333, 'uri': 'https://sedra.bethmardutho.org/api/word/3333.json'}, {'id': 3335, 'uri': 'https://sedra.bethmardutho.org/api/word/3335.json'}, {'id': 39350, 'uri': 'https://sedra.bethmardutho.org/api/word/39350.json'}]",noun,,Greek,βάρβαρος
1544,27225,"{'id': 30033, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/30033.json'}",ܒܪܒܪܝܩܘܢ,{'English': ['the foreign drug']},{'Greek': ['βαρβαρικός']},,"[{'id': 56407, 'uri': 'https://sedra.bethmardutho.org/api/word/56407.json'}]",noun,,Greek,βαρβαρικός
1545,27229,"{'id': 30037, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/30037.json'}",ܒܪܓܝܐ,{'English': ['an Ethiopian tribe']},{'Greek': ['Megabari']},,"[{'id': 56411, 'uri': 'https://sedra.bethmardutho.org/api/word/56411.json'}]",noun,,Greek,Megabari
1546,27238,"{'id': 30046, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/30046.json'}",ܒܪܘܕܐܩܛܘܪ,{'English': ['one of the Imperial Life Guards']},{'Greek': ['προδέκτωρ']},,"[{'id': 56420, 'uri': 'https://sedra.bethmardutho.org/api/word/56420.json'}]",noun,,Greek,προδέκτωρ
1547,27243,"{'id': 30051, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/30051.json'}",ܒܪܘܢܐܝܘܢ,{'English': ['golden']},{'Greek': ['χρυσός']},,"[{'id': 56425, 'uri': 'https://sedra.bethmardutho.org/api/word/56425.json'}]",adjective,,Greek,χρυσός
1548,27209,"{'id': 30017, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/30017.json'}",ܒܪܬ ܡܢܝܢܐ,{'English': ['one of the number']},{'Greek': ['ἐνάριθμος']},,"[{'id': 56391, 'uri': 'https://sedra.bethmardutho.org/api/word/56391.json'}]",noun,,Greek,ἐνάριθμος
1549,27267,"{'id': 30075, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/30075.json'}",ܒܬܪܩܝܘܢ,{'English': ['copper treated with sulphur']},{'Greek': ['βατράχιον']},,"[{'id': 56449, 'uri': 'https://sedra.bethmardutho.org/api/word/56449.json'}]",noun,,Greek,βατράχιον
1550,27269,"{'id': 30077, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/30077.json'}",ܓܐܘܡܐܪܐ,{'English': ['an island in the Red Sea']},{'Greek': ['Γουμάρα']},,"[{'id': 56451, 'uri': 'https://sedra.bethmardutho.org/api/word/56451.json'}]",noun,,Greek,Γουμάρα
1551,27277,"{'id': 30085, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/30085.json'}",ܓܐܢܛܪܠܐ,{'English': ['gentian']},{'Greek': ['γεντιανή']},,"[{'id': 56459, 'uri': 'https://sedra.bethmardutho.org/api/word/56459.json'}]",noun,,Greek,γεντιανή
1552,30169,"{'id': 33047, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/33047.json'}",ܓܐܪܘܡܐ,{'English': ['conglomerate']},{'Greek': ['ἄγυρμα']},,"[{'id': 59421, 'uri': 'https://sedra.bethmardutho.org/api/word/59421.json'}]",noun,,Greek,ἄγυρμα
1553,30529,"{'id': 33413, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/33413.json'}",ܓܗܐܪܓܝܐ,{'Latin': ['agricultura']},{'Greek': ['γεωργία']},,"[{'id': 59787, 'uri': 'https://sedra.bethmardutho.org/api/word/59787.json'}]",noun,,Greek,γεωργία
1554,27309,"{'id': 30117, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/30117.json'}",ܓܘܡܘܪ,{'English': ['an omer']},{'Greek': ['γόμορ']},,"[{'id': 56491, 'uri': 'https://sedra.bethmardutho.org/api/word/56491.json'}]",noun,,Greek,γόμορ
1555,17316,"{'id': 18775, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/18775.json'}",ܓܘܡܛܪܝ,{'English': ['geometry']},{'Greek': ['γεομετρια']},,"[{'id': 45149, 'uri': 'https://sedra.bethmardutho.org/api/word/45149.json'}]",noun,,Greek,γεομετρια
1556,17318,"{'id': 18777, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/18777.json'}",ܓܘܡܢܣܝܢ,{'English': ['place for athletic exercises/exercise/practice']},{'Greek': ['γυμνάσιον']},,"[{'id': 45151, 'uri': 'https://sedra.bethmardutho.org/api/word/45151.json'}]",noun,,Greek,γυμνάσιον
1557,27312,"{'id': 30120, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/30120.json'}",ܓܘܢܓܪܘܣ,{'English': ['conger']},{'Greek': ['γόγγρος']},,"[{'id': 56494, 'uri': 'https://sedra.bethmardutho.org/api/word/56494.json'}]",noun,,Greek,γόγγρος
1558,27317,"{'id': 30125, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/30125.json'}",ܓܘܪܕܝܠܝܘܢ,{'English': ['Tordylium']},{'Greek': ['τορδύλιον']},,"[{'id': 56499, 'uri': 'https://sedra.bethmardutho.org/api/word/56499.json'}]",noun,,Greek,τορδύλιον
1559,17335,"{'id': 18795, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/18795.json'}",ܓܘܪܦܐ,{'English': ['a cutting or slip of the olive-tree/a hollow (in a tree)']},{'Greek': ['γορφίον']},,"[{'id': 45169, 'uri': 'https://sedra.bethmardutho.org/api/word/45169.json'}]",noun,,Greek,γορφίον
1560,27336,"{'id': 30144, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/30144.json'}",ܓܝܒܛܘܣܢ,{'English': ['Egypt']},{'Greek': ['Αἴγυπτος']},,"[{'id': 56518, 'uri': 'https://sedra.bethmardutho.org/api/word/56518.json'}]",noun,,Greek,Αἴγυπτος
1561,17353,"{'id': 18814, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/18814.json'}",ܓܝܓܪܛܐ,{'English': ['grape-stones and skins/refuse from the wine-press/date-stones']},{'Greek': ['γίγαρτον']},,"[{'id': 45188, 'uri': 'https://sedra.bethmardutho.org/api/word/45188.json'}, {'id': 53073, 'uri': 'https://sedra.bethmardutho.org/api/word/53073.json'}]",noun,,Greek,γίγαρτον
1562,27341,"{'id': 30149, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/30149.json'}",ܓܝܠܘܣ,"{'English': ['a ridiculous thing, a monkey']}",{'Greek': ['γέλως']},,"[{'id': 56523, 'uri': 'https://sedra.bethmardutho.org/api/word/56523.json'}]",noun,,Greek,γέλως
1563,27349,"{'id': 30157, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/30157.json'}",ܓܠܐܘܟܘܣ,{'English': ['an owl']},{'Greek': ['γλαύξ']},,"[{'id': 56531, 'uri': 'https://sedra.bethmardutho.org/api/word/56531.json'}]",noun,,Greek,γλαύξ
1564,27351,"{'id': 30159, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/30159.json'}",ܓܠܐܢܝܣ,{'English': ['the shad']},{'Greek': ['γλάνις']},,"[{'id': 56533, 'uri': 'https://sedra.bethmardutho.org/api/word/56533.json'}]",noun,,Greek,γλάνις
1565,27352,"{'id': 30160, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/30160.json'}",ܓܠܐܩܛܝܛܝܛܝܣ,{'English': ['galactite']},{'Greek': ['γαλακτίτης']},,"[{'id': 56534, 'uri': 'https://sedra.bethmardutho.org/api/word/56534.json'}]",noun,,Greek,γαλακτίτης
1566,17366,"{'id': 18827, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/18827.json'}",ܓܠܐܪܝܢ,{'English': ['curds']},{'Greek': ['γαλάριον']},,"[{'id': 45201, 'uri': 'https://sedra.bethmardutho.org/api/word/45201.json'}, {'id': 53120, 'uri': 'https://sedra.bethmardutho.org/api/word/53120.json'}]",noun,,Greek,γαλάριον
1567,528,"{'id': 578, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/578.json'}",ܓܠܘܣܩܡܐ,"{'Arabic': ['صندوق', 'بيت ذخائر'], 'French': ['cassette , coffre', 'reliquaire'], 'English': ['bag', 'box', 'chest', 'box, case, reliquary, coffin.']}",{'Greek': ['γλωσσόκομον']},"{'id': 375, 'uri': 'https://sedra.bethmardutho.org/api/root/375.json'}","[{'id': 3778, 'uri': 'https://sedra.bethmardutho.org/api/word/3778.json'}, {'id': 3776, 'uri': 'https://sedra.bethmardutho.org/api/word/3776.json'}, {'id': 3777, 'uri': 'https://sedra.bethmardutho.org/api/word/3777.json'}]",noun,,Greek,γλωσσόκομον
1568,27360,"{'id': 30168, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/30168.json'}",ܓܠܘܩܪܝܘܣ,{'English': ['licorice']},{'Greek': ['γλυκύρριζα']},,"[{'id': 56542, 'uri': 'https://sedra.bethmardutho.org/api/word/56542.json'}]",noun,,Greek,γλυκύρριζα
1569,27362,"{'id': 30170, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/30170.json'}",ܓܠܝܣܐ,{'English': ['a kind of shark']},{'Greek': ['γαλεός']},,"[{'id': 56544, 'uri': 'https://sedra.bethmardutho.org/api/word/56544.json'}]",noun,,Greek,γαλεός
1570,27373,"{'id': 30181, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/30181.json'}",ܓܢܘܣ,{'English': ['parent']},{'Greek': ['γονεύς']},,"[{'id': 56555, 'uri': 'https://sedra.bethmardutho.org/api/word/56555.json'}]",noun,,Greek,γονεύς
1571,27376,"{'id': 30184, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/30184.json'}",ܓܢܛܝܠܐ,"{'English': ['gentile, foreign']}",{'Greek': ['gentilis']},,"[{'id': 56558, 'uri': 'https://sedra.bethmardutho.org/api/word/56558.json'}]",adjective,,Greek,gentilis
1572,554,"{'id': 607, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/607.json'}",ܓܢܣܐ,"{'English': ['kind', 'offspring', 'Gram. gender', 'species, kind', 'family, race', '<span class=""selectableFont"">ܓܢܶܣ ܓܢܶܣ</span> various.']}",{'Greek': ['γένος']},"{'id': 389, 'uri': 'https://sedra.bethmardutho.org/api/root/389.json'}","[{'id': 42306, 'uri': 'https://sedra.bethmardutho.org/api/word/42306.json'}, {'id': 3911, 'uri': 'https://sedra.bethmardutho.org/api/word/3911.json'}, {'id': 42302, 'uri': 'https://sedra.bethmardutho.org/api/word/42302.json'}, {'id': 3910, 'uri': 'https://sedra.bethmardutho.org/api/word/3910.json'}, {'id': 3909, 'uri': 'https://sedra.bethmardutho.org/api/word/3909.json'}]",noun,,Greek,γένος
1573,27380,"{'id': 30188, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/30188.json'}",ܓܢܣܛܝܩܘܣ,{'English': ['higher wisdom']},{'Greek': ['γνωστικός']},,"[{'id': 56562, 'uri': 'https://sedra.bethmardutho.org/api/word/56562.json'}]",noun,,Greek,γνωστικός
1574,17378,"{'id': 18839, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/18839.json'}",ܓܢܣܣ,{'English': ['horoscope']},{'Greek': ['γένεσισ']},,"[{'id': 45213, 'uri': 'https://sedra.bethmardutho.org/api/word/45213.json'}]",noun,,Greek,γένεσισ
1575,17379,"{'id': 18840, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/18840.json'}",ܓܣܛܪܢܣ,{'English': ['a cistern']},{'Greek': ['κιστέρνα']},,"[{'id': 45214, 'uri': 'https://sedra.bethmardutho.org/api/word/45214.json'}]",noun,,Greek,κιστέρνα
1576,27382,"{'id': 30190, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/30190.json'}",ܓܣܡܝܐ,{'English': ['Samian earth']},{'Greek': ['Samia']},,"[{'id': 56564, 'uri': 'https://sedra.bethmardutho.org/api/word/56564.json'}]",noun,,Greek,Samia
1577,27383,"{'id': 30191, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/30191.json'}",ܓܣܣܛܝܪ,{'English': ['talc']},{'Greek': ['ἀστήρ']},,"[{'id': 56565, 'uri': 'https://sedra.bethmardutho.org/api/word/56565.json'}]",noun,,Greek,ἀστήρ
1578,27410,"{'id': 30218, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/30218.json'}",ܓܪܐܦܝܐ,{'English': ['hagiography']},{'Greek': ['γραφεῖον']},,"[{'id': 56592, 'uri': 'https://sedra.bethmardutho.org/api/word/56592.json'}]",noun,,Greek,γραφεῖον
1579,30194,"{'id': 33073, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/33073.json'}",ܓܪܡܛܝܘܢ,{'English': ['legal document']},{'Greek': ['γραμματεῖον']},,"[{'id': 59447, 'uri': 'https://sedra.bethmardutho.org/api/word/59447.json'}]",noun,,Greek,γραμματεῖον
1580,27407,"{'id': 30215, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/30215.json'}",ܓܪܣܢܝܐ,"{'English': ['resembling flour, floury']}",{'Greek': ['κριμνώδης']},,"[{'id': 56589, 'uri': 'https://sedra.bethmardutho.org/api/word/56589.json'}]",adjective,,Greek,κριμνώδης
1581,17388,"{'id': 18849, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/18849.json'}",ܓܪܨܝܬܐ,{'English': ['grass']},{'Greek': ['ἄγρωστις']},,"[{'id': 45223, 'uri': 'https://sedra.bethmardutho.org/api/word/45223.json'}]",noun,,Greek,ἄγρωστις
1582,27422,"{'id': 30230, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/30230.json'}",ܕܐܕܐܕܘ,{'English': ['Adada']},{'Greek': ['Ἄδαδα']},,"[{'id': 56604, 'uri': 'https://sedra.bethmardutho.org/api/word/56604.json'}]",noun,,Greek,Ἄδαδα
1583,27425,"{'id': 30233, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/30233.json'}",ܕܐܘܡܘܣܝܐ,{'English': ['public latrines']},{'Greek': ['δημόσιος']},,"[{'id': 56607, 'uri': 'https://sedra.bethmardutho.org/api/word/56607.json'}]",noun,,Greek,δημόσιος
1584,27428,"{'id': 30236, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/30236.json'}",ܕܐܠܘܣ,{'English': ['a thunder-bolt']},{'Greek': ['δαλός']},,"[{'id': 56610, 'uri': 'https://sedra.bethmardutho.org/api/word/56610.json'}]",noun,,Greek,δαλός
1585,30544,"{'id': 33448, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/33448.json'}",ܕܐܡܘܣܝܐ,{'Latin': ['via publica']},{'Greek': ['δημοσια']},,"[{'id': 59803, 'uri': 'https://sedra.bethmardutho.org/api/word/59803.json'}]",noun,,Greek,δημοσια
1586,17394,"{'id': 18856, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/18856.json'}",ܕܐܡܣܝܢ,{'English': ['the state treasury/the public hall']},{'Greek': ['δημόσιον']},,"[{'id': 45230, 'uri': 'https://sedra.bethmardutho.org/api/word/45230.json'}]",noun,,Greek,δημόσιον
1587,27433,"{'id': 30241, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/30241.json'}",ܕܐܢܐܝܕܣ,{'English': ['the Danaids']},{'Greek': ['Danaides']},,"[{'id': 56615, 'uri': 'https://sedra.bethmardutho.org/api/word/56615.json'}]",noun,,Greek,Danaides
1588,30546,"{'id': 33450, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/33450.json'}",ܕܐܢܗܐܝܣܛܝܣ,{'Latin': ['foenerator']},{'Greek': ['δανειστης']},,"[{'id': 59805, 'uri': 'https://sedra.bethmardutho.org/api/word/59805.json'}]",noun,,Greek,δανειστης
1589,27434,"{'id': 30242, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/30242.json'}",ܕܐܢܘܛܝܒܐ,"{'English': ['largess, a gift']}",{'Greek': ['donativum']},,"[{'id': 56616, 'uri': 'https://sedra.bethmardutho.org/api/word/56616.json'}]",noun,,Greek,donativum
1590,30547,"{'id': 33451, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/33451.json'}",ܕܐܢܘܣ,"{'Latin': ['pecunia mutuo data, aes alienum']}",{'Greek': ['δάνος']},,"[{'id': 59806, 'uri': 'https://sedra.bethmardutho.org/api/word/59806.json'}]",noun,,Greek,δάνος
1591,27435,"{'id': 30243, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/30243.json'}",ܕܐܦܢܗ,{'English': ['extravagance']},{'Greek': ['δαπάνη']},,"[{'id': 56617, 'uri': 'https://sedra.bethmardutho.org/api/word/56617.json'}]",noun,,Greek,δαπάνη
1592,30550,"{'id': 33454, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/33454.json'}",ܕܐܦܢܘܐܝܕܣ,{'Latin': ['daphnoides']},{'Greek': ['δαφνοειδες']},,"[{'id': 59809, 'uri': 'https://sedra.bethmardutho.org/api/word/59809.json'}]",noun,,Greek,δαφνοειδες
1593,30551,"{'id': 33455, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/33455.json'}",ܕܐܩܐ,{'Latin': ['decem']},{'Greek': ['δέκα']},,"[{'id': 59810, 'uri': 'https://sedra.bethmardutho.org/api/word/59810.json'}]",numeral,,Greek,δέκα
1594,17406,"{'id': 18870, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/18870.json'}",ܕܐܩܕܝܣ,{'English': ['meteors']},{'Greek': ['δοκίδες']},,"[{'id': 45244, 'uri': 'https://sedra.bethmardutho.org/api/word/45244.json'}]",noun,,Greek,δοκίδες
1595,27438,"{'id': 30246, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/30246.json'}",ܕܐܪܠܣܝܕܘܣ,{'English': ['Dalisandos']},{'Greek': ['Δαλισανδός']},,"[{'id': 56620, 'uri': 'https://sedra.bethmardutho.org/api/word/56620.json'}]",noun,,Greek,Δαλισανδός
1596,30492,"{'id': 33376, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/33376.json'}",ܕܕܐܩܛܐ,[],{'Greek': ['δωδεκάτη']},,"[{'id': 59750, 'uri': 'https://sedra.bethmardutho.org/api/word/59750.json'}]",noun,,Greek,δωδεκάτη
1597,17413,"{'id': 18877, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/18877.json'}",ܕܕܝܢ,{'English': ['torch/torchwood']},{'Greek': ['δαδίον']},,"[{'id': 45251, 'uri': 'https://sedra.bethmardutho.org/api/word/45251.json'}]",noun,,Greek,δαδίον
1598,27450,"{'id': 30258, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/30258.json'}",ܕܗܒܝܢܐ,"{'English': ['lady, princess']}",{'Greek': ['δέσποινα']},,"[{'id': 56632, 'uri': 'https://sedra.bethmardutho.org/api/word/56632.json'}]",noun,,Greek,δέσποινα
1599,30082,"{'id': 32957, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/32957.json'}",ܕܗܠܦܘ,{'English': ['brothers']},{'Greek': ['ἀδελφός']},,"[{'id': 59331, 'uri': 'https://sedra.bethmardutho.org/api/word/59331.json'}]",noun,,Greek,ἀδελφός
1600,17417,"{'id': 18881, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/18881.json'}",ܕܘܕܩܐ,{'English': ['Twelve Lections (appointed for Holy Week)']},{'Greek': ['δώδεκα']},,"[{'id': 45255, 'uri': 'https://sedra.bethmardutho.org/api/word/45255.json'}]",noun,,Greek,δώδεκα
1601,17419,"{'id': 18883, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/18883.json'}",ܕܘܛܪܐ,{'English': ['the second']},{'Greek': ['δευτέρα']},,"[{'id': 45257, 'uri': 'https://sedra.bethmardutho.org/api/word/45257.json'}]",noun,,Greek,δευτέρα
1602,15214,"{'id': 16511, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/16511.json'}",ܕܘܡܘܣܝܘܢ,{'English': ['the public tribunal']},{'Greek': ['δημόσιον']},,"[{'id': 42885, 'uri': 'https://sedra.bethmardutho.org/api/word/42885.json'}]",noun,,Greek,δημόσιον
1603,607,"{'id': 669, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/669.json'}",ܕܘܡܣܐ,"{'Arabic': ['أساس', 'دمص', 'عمود'], 'French': ['fondement', 'assise ( de pierres)', 'pilier'], 'English': ['building', 'foundation.', 'building, house']}",{'Greek': ['δόμος']},"{'id': 425, 'uri': 'https://sedra.bethmardutho.org/api/root/425.json'}","[{'id': 4222, 'uri': 'https://sedra.bethmardutho.org/api/word/4222.json'}, {'id': 4221, 'uri': 'https://sedra.bethmardutho.org/api/word/4221.json'}]",noun,,Greek,δόμος
1604,17423,"{'id': 18887, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/18887.json'}",ܕܘܡܣܬܝܘܐ ܕܘܡܣܬܝܩܘܣ  ܕܘܡܣܛܝܩܘܢ,{'English': ['some official of the Byzantine rule']},{'Greek': ['δομέστικος']},,"[{'id': 45261, 'uri': 'https://sedra.bethmardutho.org/api/word/45261.json'}]",noun,,Greek,δομέστικος
1605,17424,"{'id': 18888, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/18888.json'}",ܕܘܣܦܘܛܝܩܐ,{'English': ['imperial/official/from or belonging to the Byzantine Court']},{'Greek': ['δεσποτικός']},,"[{'id': 45262, 'uri': 'https://sedra.bethmardutho.org/api/word/45262.json'}]",adjective,,Greek,δεσποτικός
1606,27452,"{'id': 30260, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/30260.json'}",ܕܘܩܘܢ,{'English': ['parsnip']},{'Greek': ['daucus']},,"[{'id': 56634, 'uri': 'https://sedra.bethmardutho.org/api/word/56634.json'}]",noun,,Greek,daucus
1607,27453,"{'id': 30261, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/30261.json'}",ܕܘܩܛܘܢ,{'English': ['the position of dux']},{'Greek': ['ducatus']},,"[{'id': 56635, 'uri': 'https://sedra.bethmardutho.org/api/word/56635.json'}]",noun,,Greek,ducatus
1608,27454,"{'id': 30262, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/30262.json'}",ܕܘܩܝܕܗܣ,{'English': ['meteors']},{'Greek': ['δοκίδη']},,"[{'id': 56636, 'uri': 'https://sedra.bethmardutho.org/api/word/56636.json'}]",noun,,Greek,δοκίδη
1609,15216,"{'id': 16513, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/16513.json'}",ܕܘܪܛܐ,"{'English': ['or ܕܽܘܪܛܰܐ spear, sceptre'], 'Arabic': ['رمح, حربة'], 'French': ['lance , javelot']}",{'Greek': ['δύρατα']},,"[{'id': 42887, 'uri': 'https://sedra.bethmardutho.org/api/word/42887.json'}]",noun,,Greek,δύρατα
1610,27493,"{'id': 30301, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/30301.json'}",ܕܝܐܗܡܣܘܢ,{'English': ['the middle plane']},{'Greek': ['διάμεσος']},,"[{'id': 56675, 'uri': 'https://sedra.bethmardutho.org/api/word/56675.json'}]",noun,,Greek,διάμεσος
1611,15219,"{'id': 16516, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/16516.json'}",ܕܝܐܛܟܣܝܣ,"{'English': ['ܕܺܝܰܐܛܰܟܣܺܝܣ ܕܰܫܠܺܝܵܚܶܐ the Apostolic Constitutions'], 'Syriac': ['a decree, edict']}",{'Greek': ['διάταξις']},,"[{'id': 42890, 'uri': 'https://sedra.bethmardutho.org/api/word/42890.json'}]",noun,,Greek,διάταξις
